fecha,año,mes,ciudad_origen,ciudad_destino,tipo_transporte,tipo_carga,empresa_transportadora,peso_kg,distancia_km,tiempo_planificado_horas,tiempo_real_horas,retraso_horas,costo_cop,estado_entrega,temperatura_celsius,numero_paradas,calificacion_servicio
2021-11-28,2021,11,Cali,Bogotá,Marítimo,Sobredimensionada,LogiExpress,1759.56,992.8,70.7,103.1,32.4,756863,Entregado,,0,1.9
2024-08-15,2024,8,Ibagué,Bogotá,Terrestre,Líquidos,LogiNorte,35884.73,742.4,17.8,22.9,5.1,29413861,Entregado,,3,3.0
2023-11-23,2023,11,Manizales,Cali,Aéreo,Refrigerada,LogiCosta,42429.07,506.8,6.2,9.2,3.0,173595502,Retrasado,0.1,0,3.0
2024-04-02,2024,4,Armenia,Popayán,Aéreo,Peligrosa,CargaSur,501.69,360.7,4.1,3.3,0.0,1558906,Entregado,,0,4.3
2020-09-23,2020,9,Popayán,Pereira,Aéreo,Peligrosa,LogiExpress,23022.99,454.8,5.5,6.8,1.3,93483696,Entregado,,0,4.3
2021-03-24,2021,3,Villavicencio,Barranquilla,Marítimo,Peligrosa,LogiExpress,3580.23,1553.3,27.1,22.4,0.0,16673895,Entregado,,0,4.7
2021-12-30,2021,12,Barranquilla,Bogotá,Fluvial,Líquidos,ExpressTrans,12224.49,248.5,66.2,57.1,0.0,5490167,Entregado,,0,4.1
2020-01-14,2020,1,Cartagena,Neiva,Marítimo,Sobredimensionada,CargaSur,37736.43,1993.2,77.4,115.1,37.7,171424834,Entregado,,0,2.3
2020-06-28,2020,6,Cali,Manizales,Fluvial,Peligrosa,CargoNacional,19822.54,300.1,62.6,68.4,5.8,17608635,Entregado,,0,2.5
2023-11-22,2023,11,Cali,Ibagué,Marítimo,Peligrosa,CargoRápido,9408.28,734.9,118.4,168.5,50.1,13740212,Entregado,,0,2.4
2020-08-22,2020,8,Medellín,Armenia,Marítimo,Refrigerada,MoviCarga,35713.34,1236.2,41.4,45.6,4.2,111049530,Entregado,5.3,0,3.2
2020-12-16,2020,12,Medellín,Pereira,Terrestre,Líquidos,LogiCosta,45502.06,1098.0,16.3,19.5,3.2,79155482,Entregado,,0,3.0
2021-03-09,2021,3,Ibagué,Bucaramanga,Marítimo,Líquidos,CargoRápido,4169.5,1300.5,54.0,71.5,17.5,13629145,En Tránsito,,0,2.1
2020-07-11,2020,7,Pereira,Pasto,Terrestre,General,CargaSur,45866.68,744.2,10.5,13.5,3.0,90291222,En Tránsito,,0,3.0
2022-02-07,2022,2,Pasto,Cali,Fluvial,Refrigerada,CargoRápido,13877.94,774.9,30.7,25.7,0.0,12046643,Entregado,-2.8,0,4.8
2020-11-28,2020,11,Bogotá,Medellín,Aéreo,Líquidos,MoviCarga,30790.59,736.7,5.8,8.0,2.2,105129113,Retrasado,,0,2.7
2021-05-31,2021,5,Medellín,Bucaramanga,Marítimo,Sobredimensionada,ExpressTrans,32776.2,1542.9,112.8,158.2,45.4,101397580,Entregado,,0,2.5
2022-01-07,2022,1,Pasto,Manizales,Aéreo,General,CargoNacional,36812.39,934.8,2.8,3.5,0.7,360382740,Entregado,,0,4.2
2020-11-01,2020,11,Barranquilla,Popayán,Aéreo,Refrigerada,TransAndino,24951.55,1050.5,2.8,4.0,1.2,128968877,Entregado,-4.5,0,4.3
2020-09-24,2020,9,Ibagué,Medellín,Fluvial,Peligrosa,TransColombia S.A.,20417.18,407.3,12.2,18.2,6.0,9180257,Entregado,,0,3.1
2024-08-23,2024,8,Santa Marta,Ibagué,Fluvial,Peligrosa,LogiNorte,45164.36,212.4,44.2,39.4,0.0,6649068,Retrasado,,0,4.2
2023-05-10,2023,5,Medellín,Santa Marta,Terrestre,Sobredimensionada,ExpressTrans,18968.19,931.8,12.5,11.4,0.0,41936170,Entregado,,4,4.2
2024-05-27,2024,5,Bogotá,Bucaramanga,Aéreo,Líquidos,ExpressTrans,3437.35,587.1,3.0,3.6,0.6,17209155,Retrasado,,0,3.6
2022-09-24,2022,9,Bogotá,Pasto,Terrestre,Peligrosa,LogiNorte,27903.28,584.4,7.9,11.0,3.1,45145490,Entregado,,3,3.5
2024-12-01,2024,12,Popayán,Bogotá,Fluvial,Refrigerada,LogiNorte,46500.09,204.7,42.7,45.9,3.2,17418198,Retrasado,-1.3,0,3.3
2021-06-05,2021,6,Cartagena,Neiva,Terrestre,Sobredimensionada,LogiNorte,19636.66,334.7,6.4,8.6,2.2,15071801,Entregado,,4,2.9
2020-01-18,2020,1,Cartagena,Neiva,Fluvial,Refrigerada,TransAndino,9569.66,700.2,35.1,38.7,3.6,18853904,Entregado,7.6,0,2.8
2024-05-28,2024,5,Pereira,Neiva,Aéreo,Peligrosa,CargoRápido,34801.77,466.6,2.9,3.7,0.8,182144481,Entregado,,0,4.5
2022-12-29,2022,12,Neiva,Santa Marta,Terrestre,Líquidos,LogiNorte,7461.19,398.1,7.6,10.4,2.8,2113631,Entregado,,4,3.1
2022-02-17,2022,2,Cartagena,Barranquilla,Aéreo,Líquidos,CargaSur,40269.4,1087.4,6.3,9.3,3.0,206825502,Entregado,,0,3.5
2024-12-25,2024,12,Bucaramanga,Neiva,Terrestre,Peligrosa,CargoRápido,11868.93,406.0,5.2,7.6,2.4,2827838,Entregado,,5,2.7
2020-06-10,2020,6,Neiva,Popayán,Marítimo,Líquidos,TransAndino,20342.82,935.6,93.0,98.5,5.5,41551714,En Tránsito,,0,3.4
2023-02-28,2023,2,Manizales,Cartagena,Fluvial,Peligrosa,TransAndino,20128.69,612.9,55.2,82.4,27.2,55229518,Entregado,,0,2.4
2021-11-18,2021,11,Barranquilla,Pereira,Aéreo,Sobredimensionada,CargaSur,28259.45,1191.1,3.6,3.9,0.3,355664300,Entregado,,0,3.9
2024-07-10,2024,7,Medellín,Santa Marta,Aéreo,Peligrosa,CargoNacional,4046.02,543.3,4.2,4.9,0.7,25247159,Entregado,,0,4.4
2023-06-20,2023,6,Popayán,Cartagena,Terrestre,Peligrosa,CargoNacional,38044.85,914.1,17.3,25.2,7.9,67442346,Entregado,,3,2.8
2022-07-03,2022,7,Cali,Medellín,Aéreo,General,TransAndino,43518.78,476.2,3.4,4.6,1.2,132249820,Entregado,,0,3.7
2020-09-07,2020,9,Popayán,Armenia,Marítimo,General,ExpressTrans,32568.19,1292.0,47.8,68.3,20.5,164624695,Entregado,,0,1.5
2021-10-10,2021,10,Popayán,Cartagena,Aéreo,General,TransAndino,28371.91,420.0,6.6,6.3,0.0,150851236,Entregado,,0,4.0
2022-12-29,2022,12,Manizales,Neiva,Terrestre,Sobredimensionada,CargoRápido,41115.39,1383.6,30.3,26.8,0.0,80831147,Entregado,,4,4.4
2023-02-14,2023,2,Cartagena,Pereira,Aéreo,Refrigerada,CargaSur,40800.71,857.9,6.4,5.9,0.0,382290700,Entregado,1.0,0,4.3
2023-10-25,2023,10,Manizales,Neiva,Fluvial,General,LogiExpress,24911.28,567.8,21.8,27.3,5.5,36832060,Entregado,,0,3.0
2024-06-19,2024,6,Bucaramanga,Villavicencio,Aéreo,Refrigerada,TransAndino,23193.67,332.1,4.6,5.9,1.3,39607156,Entregado,-5.0,0,3.8
2020-05-06,2020,5,Manizales,Popayán,Terrestre,Peligrosa,CargoNacional,40702.2,1402.0,33.0,47.8,14.8,80958474,Entregado,,5,1.8
2020-04-03,2020,4,Bogotá,Medellín,Aéreo,Sobredimensionada,CargoNacional,36501.46,265.7,3.1,3.5,0.4,86024521,Entregado,,0,3.9
2023-05-22,2023,5,Cartagena,Barranquilla,Terrestre,Refrigerada,LogiNorte,26501.42,959.9,22.1,33.0,10.9,70492780,Entregado,-2.4,1,1.6
2021-12-09,2021,12,Bucaramanga,Villavicencio,Aéreo,Líquidos,LogiNorte,8882.91,920.8,5.6,5.2,0.0,89245437,Entregado,,0,4.8
2021-12-05,2021,12,Cali,Villavicencio,Marítimo,Líquidos,CargaSur,41379.62,1761.7,89.6,128.7,39.1,57490259,Retrasado,,0,2.0
2024-07-26,2024,7,Santa Marta,Barranquilla,Aéreo,Líquidos,LogiCosta,30435.39,201.4,4.2,4.8,0.6,65568678,Entregado,,0,4.3
2024-05-20,2024,5,Bucaramanga,Barranquilla,Aéreo,Refrigerada,LogiNorte,21398.39,707.3,7.8,8.8,1.0,34185167,En Tránsito,7.7,0,3.5
2021-01-18,2021,1,Pereira,Manizales,Fluvial,General,CargoRápido,40365.6,689.3,24.0,19.8,0.0,16754306,Entregado,,0,4.4
2021-12-26,2021,12,Manizales,Popayán,Aéreo,Líquidos,CargoRápido,31642.79,382.9,2.5,3.5,1.0,122888477,Entregado,,0,3.9
2023-12-19,2023,12,Villavicencio,Cartagena,Marítimo,Sobredimensionada,TransAndino,10095.18,1052.4,49.2,44.4,0.0,46213311,Entregado,,0,5.0
2020-11-08,2020,11,Cali,Barranquilla,Terrestre,General,LogiCosta,14672.64,1495.9,27.8,41.5,13.7,58058112,Retrasado,,4,1.2
2024-07-28,2024,7,Manizales,Neiva,Aéreo,Refrigerada,CargaSur,20310.87,577.0,6.9,8.5,1.6,119619523,Entregado,3.5,0,4.4
2021-05-11,2021,5,Armenia,Manizales,Fluvial,Refrigerada,LogiExpress,42768.67,224.6,15.3,16.5,1.2,30422361,En Tránsito,5.8,0,3.5
2023-10-02,2023,10,Bucaramanga,Barranquilla,Marítimo,General,CargoRápido,16265.55,323.0,87.4,83.4,0.0,8310494,Retrasado,,0,4.1
2024-05-25,2024,5,Cartagena,Neiva,Fluvial,Refrigerada,LogiCosta,41425.78,457.8,33.9,28.6,0.0,79001930,Entregado,-4.4,0,4.3
2023-03-10,2023,3,Medellín,Armenia,Aéreo,General,CargaSur,4415.25,1177.4,3.6,3.1,0.0,54591399,Entregado,,0,4.3
2021-07-10,2021,7,Bogotá,Manizales,Terrestre,Líquidos,LogiNorte,29662.01,356.7,6.8,8.0,1.2,14753171,Entregado,,1,3.6
2024-07-03,2024,7,Bogotá,Armenia,Aéreo,General,ExpressTrans,8519.49,1176.4,6.0,5.1,0.0,106719055,Entregado,,0,4.1
2023-09-17,2023,9,Medellín,Barranquilla,Marítimo,General,MoviCarga,28621.52,1578.2,65.3,95.5,30.2,79903711,En Tránsito,,0,2.0
2022-04-11,2022,4,Bogotá,Manizales,Fluvial,Refrigerada,LogiExpress,8332.19,468.9,41.0,35.1,0.0,13868076,Retrasado,-3.3,0,4.7
2023-10-14,2023,10,Villavicencio,Bogotá,Fluvial,Peligrosa,LogiCosta,48195.35,497.6,40.5,47.8,7.3,60962960,Entregado,,0,3.4
2023-07-16,2023,7,Manizales,Pasto,Marítimo,Refrigerada,LogiExpress,30170.63,1370.9,60.7,61.7,1.0,27663011,Entregado,4.4,0,4.1
2021-11-16,2021,11,Cali,Cartagena,Terrestre,Refrigerada,TransColombia S.A.,8011.12,899.8,16.6,13.6,0.0,9895437,En Tránsito,5.5,2,5.0
2023-02-27,2023,2,Manizales,Santa Marta,Marítimo,Sobredimensionada,TransColombia S.A.,35577.23,302.0,64.4,76.8,12.4,16262342,Entregado,,0,2.0
2022-06-10,2022,6,Santa Marta,Pereira,Marítimo,Líquidos,TransAndino,29694.98,1869.7,108.9,93.9,0.0,150920547,En Tránsito,,0,4.3
2023-11-15,2023,11,Bogotá,Bucaramanga,Marítimo,General,TransColombia S.A.,20394.63,900.1,91.1,102.9,11.8,14367073,Entregado,,0,2.5
2023-03-03,2023,3,Pereira,Manizales,Aéreo,Sobredimensionada,TransAndino,4046.0,1082.7,5.4,5.7,0.3,31681035,Entregado,,0,3.8
2020-04-11,2020,4,Neiva,Bucaramanga,Fluvial,General,CargoNacional,18463.54,221.6,43.7,49.1,5.4,12759610,Entregado,,0,2.7
2020-06-09,2020,6,Armenia,Bucaramanga,Marítimo,Líquidos,LogiCosta,42511.95,1728.8,97.3,119.5,22.2,100529017,Entregado,,0,2.0
2021-05-22,2021,5,Cartagena,Pereira,Marítimo,Peligrosa,MoviCarga,15438.84,737.6,31.0,44.3,13.3,24893497,Entregado,,0,2.4
2023-04-21,2023,4,Barranquilla,Armenia,Aéreo,Peligrosa,ExpressTrans,28958.13,485.1,5.4,5.3,0.0,64994882,Entregado,,0,4.8
2024-09-09,2024,9,Manizales,Villavicencio,Aéreo,Refrigerada,MoviCarga,2482.44,528.2,4.5,5.5,1.0,10808981,Entregado,7.8,0,4.2
2022-12-27,2022,12,Manizales,Armenia,Marítimo,General,MoviCarga,7968.9,1944.5,119.8,159.6,39.8,21077452,Entregado,,0,1.3
2024-10-28,2024,10,Santa Marta,Armenia,Terrestre,Sobredimensionada,CargaSur,15137.79,1284.9,23.8,23.8,0.0,44238098,Retrasado,,3,4.4
2022-08-25,2022,8,Villavicencio,Pasto,Aéreo,Refrigerada,TransColombia S.A.,12297.25,242.9,3.7,4.1,0.4,18296955,Entregado,-3.1,0,4.1
2023-03-06,2023,3,Bogotá,Popayán,Terrestre,Refrigerada,CargaSur,5421.14,1179.2,24.5,34.4,9.9,8523240,Entregado,0.1,2,1.8
2023-05-03,2023,5,Pereira,Barranquilla,Marítimo,Líquidos,CargaSur,31437.42,1727.3,116.5,138.5,22.0,116728839,Entregado,,0,2.4
2023-06-02,2023,6,Barranquilla,Medellín,Marítimo,Peligrosa,CargoRápido,14987.4,740.9,55.4,59.4,4.0,7553910,Entregado,,0,3.0
2022-01-29,2022,1,Bogotá,Cartagena,Marítimo,Refrigerada,MoviCarga,41457.8,567.9,88.4,79.1,0.0,58313602,Entregado,0.9,0,4.2
2022-04-12,2022,4,Barranquilla,Neiva,Terrestre,General,ExpressTrans,11676.34,703.6,11.1,12.8,1.7,18344051,Entregado,,5,3.9
2024-08-09,2024,8,Ibagué,Popayán,Terrestre,General,CargoRápido,39594.34,1483.4,22.5,29.2,6.7,161106033,Entregado,,4,3.4
2022-02-20,2022,2,Villavicencio,Pasto,Terrestre,Refrigerada,LogiExpress,32366.99,1459.8,25.4,25.4,0.0,78648428,Entregado,-2.6,0,4.3
2024-09-19,2024,9,Bucaramanga,Bogotá,Aéreo,Refrigerada,CargoRápido,39717.57,1034.7,7.7,7.0,0.0,439988829,Entregado,-1.4,0,4.4
2021-01-06,2021,1,Santa Marta,Armenia,Marítimo,Refrigerada,MoviCarga,10131.99,1184.5,38.7,52.4,13.7,5095626,Entregado,-0.7,0,1.9
2020-08-08,2020,8,Barranquilla,Cartagena,Terrestre,Refrigerada,TransColombia S.A.,11051.03,417.8,7.1,6.0,0.0,10299156,Devuelto,3.7,3,4.8
2022-01-17,2022,1,Popayán,Armenia,Terrestre,Sobredimensionada,LogiNorte,7185.52,743.7,11.5,15.2,3.7,6882755,Entregado,,5,2.6
2021-07-23,2021,7,Manizales,Bucaramanga,Aéreo,General,LogiExpress,47083.95,373.0,3.4,4.1,0.7,197191040,Entregado,,0,3.7
2020-02-29,2020,2,Barranquilla,Bucaramanga,Aéreo,General,CargoNacional,27055.17,658.5,7.7,10.5,2.8,206573206,Entregado,,0,3.4
2020-02-03,2020,2,Medellín,Ibagué,Aéreo,Refrigerada,CargoNacional,14704.44,1081.1,2.4,3.3,0.9,177118806,Entregado,-1.6,0,4.4
2022-08-05,2022,8,Neiva,Armenia,Terrestre,Sobredimensionada,TransAndino,16123.63,427.7,9.7,13.1,3.4,13804570,Entregado,,1,3.4
2020-04-12,2020,4,Pereira,Bucaramanga,Aéreo,Líquidos,TransAndino,7788.9,877.6,5.8,6.0,0.2,57317073,Entregado,,0,3.7
2023-05-11,2023,5,Bogotá,Armenia,Marítimo,Sobredimensionada,LogiNorte,37936.65,779.0,48.5,56.0,7.5,101549742,Devuelto,,0,3.0
2023-07-08,2023,7,Barranquilla,Ibagué,Terrestre,Refrigerada,LogiExpress,6586.54,174.6,4.2,4.9,0.7,3352308,Entregado,-4.5,5,3.8
2023-11-10,2023,11,Ibagué,Pereira,Terrestre,General,TransAndino,42767.38,1301.3,21.9,28.2,6.3,138846052,Entregado,,1,3.1
2021-12-22,2021,12,Medellín,Manizales,Marítimo,Peligrosa,CargoNacional,29949.06,1549.9,110.2,96.6,0.0,32344461,Entregado,,0,4.9
2022-03-05,2022,3,Neiva,Cartagena,Aéreo,Refrigerada,CargoRápido,22774.73,363.5,4.2,4.2,0.0,26734771,Entregado,-0.1,0,4.3
2024-07-18,2024,7,Cartagena,Manizales,Fluvial,Refrigerada,MoviCarga,37027.89,151.0,44.4,41.6,0.0,21280941,Entregado,0.8,0,4.9
2020-02-07,2020,2,Cartagena,Pasto,Fluvial,Líquidos,LogiCosta,29047.52,364.9,28.3,23.1,0.0,18051303,Entregado,,0,4.6
2022-02-12,2022,2,Villavicencio,Ibagué,Marítimo,General,LogiCosta,38327.83,832.5,99.7,111.0,11.3,47116497,Entregado,,0,1.3
2022-05-24,2022,5,Manizales,Neiva,Aéreo,Refrigerada,LogiCosta,37079.94,614.1,3.6,4.0,0.4,144550318,Retrasado,-2.8,0,4.4
2023-03-07,2023,3,Cali,Bogotá,Fluvial,General,LogiNorte,17529.56,204.4,60.6,54.2,0.0,12032556,Entregado,,0,4.9
2020-11-05,2020,11,Pasto,Cartagena,Terrestre,General,CargaSur,46210.62,1434.8,20.3,19.3,0.0,58286097,Entregado,,2,4.3
2023-09-23,2023,9,Neiva,Pasto,Fluvial,Refrigerada,LogiNorte,12293.75,584.4,60.7,76.0,15.3,10850812,Entregado,-1.1,0,2.1
2021-01-03,2021,1,Bogotá,Santa Marta,Fluvial,General,CargaSur,33195.94,555.3,13.6,17.2,3.6,29706839,Entregado,,0,3.2
2021-04-01,2021,4,Manizales,Ibagué,Terrestre,General,ExpressTrans,28737.44,1284.9,26.2,36.7,10.5,24391774,Entregado,,5,1.1
2024-10-07,2024,10,Cali,Medellín,Aéreo,General,CargaSur,37484.25,711.4,7.5,6.6,0.0,126224822,Entregado,,0,4.4
2022-05-04,2022,5,Ibagué,Santa Marta,Fluvial,Peligrosa,TransColombia S.A.,5288.66,528.9,43.9,43.2,0.0,7163274,Entregado,,0,5.0
2024-03-16,2024,3,Cali,Popayán,Terrestre,General,LogiNorte,8965.3,1395.7,18.2,20.9,2.7,26223250,En Tránsito,,3,2.7
2021-10-04,2021,10,Ibagué,Bucaramanga,Fluvial,Sobredimensionada,ExpressTrans,47292.01,409.5,30.6,40.4,9.8,66431611,Entregado,,0,1.3
2023-09-10,2023,9,Cali,Medellín,Aéreo,Sobredimensionada,CargoNacional,9034.38,393.3,2.1,2.7,0.6,7252898,Entregado,,0,3.8
2021-03-20,2021,3,Villavicencio,Medellín,Marítimo,Sobredimensionada,CargoRápido,45860.13,1266.2,106.7,150.0,43.3,59112611,Retrasado,,0,1.7
2024-08-17,2024,8,Villavicencio,Pereira,Marítimo,Líquidos,CargoRápido,4917.1,573.5,91.0,79.9,0.0,4438303,Entregado,,0,4.9
2022-05-14,2022,5,Pereira,Bogotá,Aéreo,General,TransColombia S.A.,368.59,1136.2,6.5,7.7,1.2,1561848,Entregado,,0,4.4
2020-01-08,2020,1,Bucaramanga,Neiva,Terrestre,Peligrosa,CargoNacional,13580.62,1335.1,17.6,20.9,3.3,9152366,Entregado,,2,3.1
2020-11-27,2020,11,Popayán,Pereira,Aéreo,Líquidos,LogiCosta,3216.14,651.1,5.2,5.7,0.5,24158364,Entregado,,0,4.4
2024-10-22,2024,10,Barranquilla,Cali,Aéreo,Líquidos,LogiCosta,44658.55,873.2,7.3,6.9,0.0,377338885,Entregado,,0,4.7
2022-11-01,2022,11,Bucaramanga,Neiva,Terrestre,Líquidos,LogiNorte,8933.95,709.6,14.2,16.8,2.6,18465980,Devuelto,,0,2.5
2020-06-01,2020,6,Barranquilla,Cali,Aéreo,Refrigerada,MoviCarga,35873.12,352.4,6.0,8.4,2.4,101450678,Entregado,6.7,0,3.0
2023-05-13,2023,5,Neiva,Popayán,Terrestre,Líquidos,TransAndino,16335.81,1409.9,20.3,26.2,5.9,34896756,Entregado,,3,3.0
2020-07-13,2020,7,Manizales,Bogotá,Fluvial,Peligrosa,LogiCosta,8435.7,562.6,68.1,79.4,11.3,22724721,Entregado,,0,1.4
2020-06-02,2020,6,Pasto,Cali,Fluvial,Líquidos,TransAndino,47830.47,225.9,67.1,86.3,19.2,23773902,Entregado,,0,1.9
2022-12-28,2022,12,Manizales,Barranquilla,Marítimo,Peligrosa,TransAndino,8991.93,1448.4,119.1,163.8,44.7,12257725,Entregado,,0,1.6
2024-08-10,2024,8,Pereira,Pasto,Fluvial,Refrigerada,LogiCosta,43506.89,523.6,17.7,18.2,0.5,37210923,Entregado,2.7,0,4.4
2020-11-28,2020,11,Bucaramanga,Pereira,Aéreo,Líquidos,ExpressTrans,33591.01,828.3,2.1,2.3,0.2,113346021,Retrasado,,0,4.4
2020-02-16,2020,2,Santa Marta,Cartagena,Fluvial,Refrigerada,LogiCosta,20659.09,533.7,71.8,60.6,0.0,28461544,Entregado,1.3,0,4.6
2023-02-07,2023,2,Villavicencio,Pasto,Fluvial,Peligrosa,TransAndino,12820.01,378.8,49.1,58.9,9.8,7906078,Entregado,,0,1.8
2024-07-01,2024,7,Pasto,Armenia,Marítimo,General,LogiNorte,23155.96,791.3,68.0,99.3,31.3,26858542,Entregado,,0,1.9
2024-07-13,2024,7,Ibagué,Medellín,Fluvial,Peligrosa,LogiCosta,26731.84,322.4,31.0,42.0,11.0,12956274,Entregado,,0,2.2
2024-11-28,2024,11,Bogotá,Pereira,Aéreo,General,TransColombia S.A.,8284.92,339.5,4.8,5.2,0.4,14480497,Entregado,,0,3.6
2024-09-16,2024,9,Ibagué,Cali,Marítimo,Líquidos,ExpressTrans,17992.61,477.4,45.3,53.9,8.6,18882783,Entregado,,0,2.3
2024-07-05,2024,7,Bogotá,Pereira,Fluvial,Peligrosa,CargoRápido,27598.16,552.3,56.2,55.3,0.0,80167081,En Tránsito,,0,4.6
2022-05-01,2022,5,Armenia,Barranquilla,Terrestre,Refrigerada,TransAndino,39436.31,1377.0,32.9,31.2,0.0,119421798,Entregado,4.4,5,4.4
2023-04-27,2023,4,Popayán,Armenia,Marítimo,Refrigerada,TransColombia S.A.,45566.91,1915.5,61.2,53.1,0.0,120299214,Entregado,5.7,0,5.0
2023-09-23,2023,9,Armenia,Cartagena,Fluvial,Sobredimensionada,LogiCosta,2684.14,644.8,66.8,96.1,29.3,5654090,En Tránsito,,0,1.2
2024-12-03,2024,12,Manizales,Armenia,Terrestre,General,LogiExpress,31588.07,345.9,6.3,8.1,1.8,6763537,Retrasado,,2,4.4
2021-09-12,2021,9,Cartagena,Cali,Terrestre,Sobredimensionada,TransAndino,13785.51,547.3,9.6,13.7,4.1,11333611,Entregado,,2,2.7
2020-03-20,2020,3,Pereira,Cali,Aéreo,General,CargaSur,45517.04,811.3,4.6,5.2,0.6,183243651,Entregado,,0,3.7
2024-10-17,2024,10,Cali,Medellín,Terrestre,Peligrosa,MoviCarga,10851.2,971.0,14.6,16.2,1.6,6042680,Entregado,,3,3.8
2022-03-07,2022,3,Cartagena,Pasto,Marítimo,Peligrosa,CargaSur,29904.66,1321.3,55.3,48.0,0.0,97341514,Devuelto,,0,4.2
2020-01-13,2020,1,Santa Marta,Popayán,Terrestre,Refrigerada,ExpressTrans,16717.55,554.2,12.6,16.3,3.7,24594809,Retrasado,2.7,0,3.2
2022-03-18,2022,3,Cali,Neiva,Aéreo,General,LogiExpress,46471.86,979.1,3.4,4.6,1.2,192840563,Entregado,,0,4.0
2022-05-21,2022,5,Villavicencio,Cartagena,Aéreo,Líquidos,CargaSur,27828.68,912.4,3.9,4.0,0.1,104878842,En Tránsito,,0,3.7
2024-09-19,2024,9,Bucaramanga,Cali,Marítimo,General,LogiNorte,5871.24,1154.0,71.0,87.4,16.4,9210409,Entregado,,0,2.4
2022-12-19,2022,12,Armenia,Manizales,Terrestre,Peligrosa,ExpressTrans,30004.39,424.6,7.3,7.2,0.0,13705580,Entregado,,2,4.6
2021-12-31,2021,12,Villavicencio,Cali,Marítimo,Sobredimensionada,CargoRápido,36616.83,1750.4,52.4,72.5,20.1,147787815,Entregado,,0,1.9
2023-12-09,2023,12,Villavicencio,Pasto,Fluvial,Refrigerada,ExpressTrans,14540.31,735.8,24.2,25.0,0.8,28247831,En Tránsito,-2.1,0,3.6
2021-03-21,2021,3,Pereira,Medellín,Terrestre,Refrigerada,MoviCarga,41292.36,805.7,12.6,11.7,0.0,94512886,Entregado,1.7,4,4.5
2020-12-24,2020,12,Villavicencio,Ibagué,Terrestre,Peligrosa,CargoNacional,24047.96,739.1,18.3,25.2,6.9,28206870,En Tránsito,,2,3.2
2021-10-03,2021,10,Cali,Medellín,Fluvial,Peligrosa,LogiNorte,16403.07,579.6,67.6,88.6,21.0,29298379,En Tránsito,,0,1.8
2020-07-26,2020,7,Ibagué,Manizales,Terrestre,Peligrosa,LogiNorte,34309.4,322.6,6.3,6.7,0.4,7958663,Entregado,,3,3.9
2022-02-14,2022,2,Popayán,Cali,Fluvial,Líquidos,LogiExpress,49348.15,295.9,60.8,54.5,0.0,36919466,Entregado,,0,4.4
2024-06-13,2024,6,Pereira,Cartagena,Marítimo,General,LogiCosta,29418.34,1295.9,26.8,22.1,0.0,28789239,Entregado,,0,4.3
2021-04-11,2021,4,Pasto,Bogotá,Aéreo,Peligrosa,CargoNacional,4850.46,285.0,5.6,7.1,1.5,6060224,Entregado,,0,4.2
2022-03-09,2022,3,Cartagena,Villavicencio,Marítimo,Líquidos,LogiCosta,36237.44,1290.8,66.1,78.8,12.7,173361979,Entregado,,0,2.3
2021-11-03,2021,11,Manizales,Villavicencio,Marítimo,Líquidos,CargoNacional,47277.85,1561.2,104.9,87.7,0.0,70270808,Entregado,,0,4.6
2024-02-06,2024,2,Ibagué,Manizales,Terrestre,Refrigerada,ExpressTrans,26487.93,321.9,5.0,7.0,2.0,23420359,Retrasado,1.0,2,4.3
2022-12-19,2022,12,Cartagena,Bucaramanga,Marítimo,General,ExpressTrans,39760.77,650.4,71.6,101.1,29.5,50199789,Entregado,,0,1.8
2020-06-18,2020,6,Cali,Villavicencio,Aéreo,General,MoviCarga,26455.34,541.7,4.6,5.4,0.8,145237423,Entregado,,0,4.1
2022-10-03,2022,10,Armenia,Ibagué,Terrestre,Peligrosa,CargaSur,28864.24,1336.9,32.7,44.4,11.7,82646288,Entregado,,5,1.9
2024-09-28,2024,9,Cali,Popayán,Terrestre,Sobredimensionada,TransAndino,28896.9,587.1,12.8,18.0,5.2,47698633,Entregado,,4,2.7
2024-08-12,2024,8,Villavicencio,Bucaramanga,Terrestre,Peligrosa,CargoRápido,26969.21,80.0,1.2,1.8,0.6,1142894,Entregado,,5,3.8
2020-09-16,2020,9,Manizales,Pereira,Terrestre,General,LogiExpress,28826.1,1191.5,27.6,26.9,0.0,90815820,Entregado,,1,4.9
2022-08-29,2022,8,Cartagena,Cali,Marítimo,Peligrosa,LogiExpress,12243.13,1025.2,79.1,101.5,22.4,19462790,Retrasado,,0,1.2
2022-10-25,2022,10,Neiva,Medellín,Terrestre,Peligrosa,CargaSur,3143.73,246.7,5.1,5.7,0.6,1164231,Entregado,,2,4.4
2024-06-16,2024,6,Villavicencio,Ibagué,Fluvial,Refrigerada,LogiNorte,37900.55,240.9,38.4,36.6,0.0,21548980,Devuelto,0.2,0,4.2
2021-12-24,2021,12,Barranquilla,Armenia,Terrestre,General,CargaSur,27273.18,1464.4,18.5,25.7,7.2,62923830,Retrasado,,2,3.1
2021-08-20,2021,8,Santa Marta,Neiva,Aéreo,General,CargaSur,43052.63,1020.4,3.4,3.9,0.5,156551571,Entregado,,0,4.4
2020-07-26,2020,7,Pereira,Cartagena,Aéreo,Sobredimensionada,LogiCosta,2225.11,334.0,5.0,4.8,0.0,4989641,Retrasado,,0,4.9
